,Unnamed: 0,reviews,cleaned_reviews,sentiment_score
476,476,"I am extremely pleased with British Airways as they refunded my tickets Munich-London City-Munich within 2 working days in a friendly and professional manner: the difference between British Airways and Lufthansa is night and day. Friendly, professional and prompt are 3 adjectives to describe BA, while Lufthansa is best summed up as arrogant, impossible to contact and ignorant. Well Done and Best Wishes to all at British Airways.",i am extremely pleased with british airways as they refunded my tickets munichlondon citymunich within 2 working days in a friendly and professional manner the difference between british airways and lufthansa is night and day friendly professional and prompt are 3 adjectives to describe ba while lufthansa is best summed up as arrogant impossible to contact and ignorant well done and best wishes to all at british airways,"{'neg': 0.065, 'neu': 0.671, 'pos': 0.265, 'compound': 0.9468}"
477,477,"Boarding and checkin formalities are very nice. Check in help desk was very helpful and supportive. Everything was nice except food. I am vegan and there was no food availability for vegetarian passengers if not pre-ordered. My flight was 10 hour journey from London to Bangalore, and I was hungry.",boarding and checkin formalities are very nice check in help desk was very helpful and supportive everything was nice except food i am vegan and there was no food availability for vegetarian passengers if not preordered my flight was 10 hour journey from london to bangalore and i was hungry,"{'neg': 0.038, 'neu': 0.716, 'pos': 0.246, 'compound': 0.9051}"
478,478,"I have always had great flights with British Airways but this time the experience was absolutely amazing! As this was my 100th flight, I decided to celebrate it in Club Europe, which turned out to be a perfect decision. The stewards working in Club made me feel special and delivered a professional and personalised service and were kind and chatty. Although the cabin crew was the best part of the flight, other features didn’t let me down either. Efficient business class check in at Warsaw, cosy executive lounge Preludium with attentive and helpful staff, well organised boarding (although no priority for Club Europe because of Corona). The aircraft was very fresh and clean. Seats were comfortable with enough legroom, adjustable headrests and power ports. The on board service is different than before Corona times but it’s still very good. Tasty lunch box from DO&CO with fresh chicken sandwich, oriental vegetable salad and and amazing chocolate mousse. The choice of drinks was wide, including a very good quality Champagne from Nicolas Feuillatte. All in all a perfect flight experience with British Airways. Everything I expected from this flight was fulfilled. The one thing I can complain about is baggage handling at Heathrow. We waited around 50 mins for luggage and they were also delivered irrespecutful of Club Europe priority.",i have always had great flights with british airways but this time the experience was absolutely amazing as this was my 100th flight i decided to celebrate it in club europe which turned out to be a perfect decision the stewards working in club made me feel special and delivered a professional and personalised service and were kind and chatty although the cabin crew was the best part of the flight other features didnt let me down either efficient business class check in at warsaw cosy executive lounge preludium with attentive and helpful staff well organised boarding although no priority for club europe because of corona the aircraft was very fresh and clean seats were comfortable with enough legroom adjustable headrests and power ports the on board service is different than before corona times but its still very good tasty lunch box from doco with fresh chicken sandwich oriental vegetable salad and and amazing chocolate mousse the choice of drinks was wide including a very good quality champagne from nicolas feuillatte all in all a perfect flight experience with british airways everything i expected from this flight was fulfilled the one thing i can complain about is baggage handling at heathrow we waited around 50 mins for luggage and they were also delivered irrespecutful of club europe priority,"{'neg': 0.026, 'neu': 0.673, 'pos': 0.301, 'compound': 0.9979}"
479,479,"We had a flight to Santorini from LHR at 8:10am. As the flight was full, we had to check in all our luggage. We arrived at the airport at 7:00am, and the queue for check-in was incredibly long because some desks were closed. It took us over 40 minutes to arrive to a desk, and when we arrived we were told that the check-in had closed (at 7:25am) and that we had missed the flight. British Airways staff did not offer us to jump the queue at anytime. The lady at the desk booked us on a flight to Athens instead, telling us that the costs to reach Santorini would be reimbursed. We had to book two tickets worth £200 for a flight to Santorini on the same day. We have just received a response from the Customer Relations service telling us that we would get nothing. ",we had a flight to santorini from lhr at 810am as the flight was full we had to check in all our luggage we arrived at the airport at 700am and the queue for checkin was incredibly long because some desks were closed it took us over 40 minutes to arrive to a desk and when we arrived we were told that the checkin had closed at 725am and that we had missed the flight british airways staff did not offer us to jump the queue at anytime the lady at the desk booked us on a flight to athens instead telling us that the costs to reach santorini would be reimbursed we had to book two tickets worth 200 for a flight to santorini on the same day we have just received a response from the customer relations service telling us that we would get nothing ,"{'neg': 0.015, 'neu': 0.964, 'pos': 0.021, 'compound': -0.0516}"
480,480,"My flight from Los Angeles to Paris via London was delayed due to late inbound aircraft due to mechanical and so I missed my connexion in London and arrived in Paris 3'25"" late and missed my onward connexion on Air France and had to overnight on my own dime in Paris. I applied for compensation lawfully due me through EC261 but their customer relations department refused by carelessly determining that my flight had arrived in London under the 3-hour delay window for compensation even though my final was clearly Paris and their CR agent acknowledged this. After I pointed out the error she ignored me so I filed a claim with the Centre for Effective Dispute Resolution and BA sent them a defences. They claim I traveled on AF65 and arrived in London ahead of schedule. The truth is that BA at LAX rebooked and reticketed me on that flight however AF refused to accept me and my baggage unless I paid them a surcharge. So, BA then rebooked me on flights to have me arrive very late into Paris and misconnect and have to overnight there. I do not know which is more shocking that BA would lie to the authorities in order to support their indefensible position or that their agents do not know how to read a passenger name record's air history.",my flight from los angeles to paris via london was delayed due to late inbound aircraft due to mechanical and so i missed my connexion in london and arrived in paris 325 late and missed my onward connexion on air france and had to overnight on my own dime in paris i applied for compensation lawfully due me through ec261 but their customer relations department refused by carelessly determining that my flight had arrived in london under the 3hour delay window for compensation even though my final was clearly paris and their cr agent acknowledged this after i pointed out the error she ignored me so i filed a claim with the centre for effective dispute resolution and ba sent them a defences they claim i traveled on af65 and arrived in london ahead of schedule the truth is that ba at lax rebooked and reticketed me on that flight however af refused to accept me and my baggage unless i paid them a surcharge so ba then rebooked me on flights to have me arrive very late into paris and misconnect and have to overnight there i do not know which is more shocking that ba would lie to the authorities in order to support their indefensible position or that their agents do not know how to read a passenger name records air history,"{'neg': 0.129, 'neu': 0.8, 'pos': 0.071, 'compound': -0.878}"
481,481,"I was deeply unimpressed with the lack of social distancing on my flight. The plane to London was 90% or more full, and no social distancing could be applied. A number of people wearing face masks incorrectly (over mouth or as a chinstrap) throughout the flight, and there was a fair amount of time when masks were off for the free snack (small bag of crisps and 250ml of water).  It seems crazy to allow a considerate amount of time with masks off or inappropriately worn in such a small space with no safe distance whatsoever. Also, only the absolute minimum of service which, given COVID, is understandable but makes the flight really boring - or not, since some excitement was provided by turbulence, with very little information from the flight deck. Disembarkation was chaotic to say the least but Terminal 5 was empty and vast enough to allow to finally distance. An upgrade for 89 Euros one was was available but it didn't seem to make sense. At least they departed on time and the plane appeared reasonably clean.",i was deeply unimpressed with the lack of social distancing on my flight the plane to london was 90 or more full and no social distancing could be applied a number of people wearing face masks incorrectly over mouth or as a chinstrap throughout the flight and there was a fair amount of time when masks were off for the free snack small bag of crisps and 250ml of water  it seems crazy to allow a considerate amount of time with masks off or inappropriately worn in such a small space with no safe distance whatsoever also only the absolute minimum of service which given covid is understandable but makes the flight really boring  or not since some excitement was provided by turbulence with very little information from the flight deck disembarkation was chaotic to say the least but terminal 5 was empty and vast enough to allow to finally distance an upgrade for 89 euros one was was available but it didnt seem to make sense at least they departed on time and the plane appeared reasonably clean,"{'neg': 0.122, 'neu': 0.795, 'pos': 0.084, 'compound': -0.8122}"
482,482,"Newcastle to London Heathrow with British Airways. I was pleasantly surprised. Plane was on time and spotlessly clean. Professional staff; bottle of water, crackers and crisps handed out. Lovely deplaning with special Covid social distancing system working well.",newcastle to london heathrow with british airways i was pleasantly surprised plane was on time and spotlessly clean professional staff bottle of water crackers and crisps handed out lovely deplaning with special covid social distancing system working well,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.936}"
483,483,"Due to the coronavirus situation, I bought a return ticket back to my home country (Singapore) from London (where I currently reside) because the first wave of Asia in March was done. I was due to fly back to London on 25th August 2020 and my flight got cancelled. Before my flight cancellation, I got an email from the airline that I could apply for a voucher if my flight ever got cancelled, so I applied for an online voucher. But I was told that I am not eligible to get a voucher because I have done the London to Singapore leg. A month later, I tried again to redeem for a voucher and somehow I was successful. But to redeem the voucher I have to call to redeem the voucher (which I think it is a complete joke) and I was put on hold for many hours.",due to the coronavirus situation i bought a return ticket back to my home country singapore from london where i currently reside because the first wave of asia in march was done i was due to fly back to london on 25th august 2020 and my flight got cancelled before my flight cancellation i got an email from the airline that i could apply for a voucher if my flight ever got cancelled so i applied for an online voucher but i was told that i am not eligible to get a voucher because i have done the london to singapore leg a month later i tried again to redeem for a voucher and somehow i was successful but to redeem the voucher i have to call to redeem the voucher which i think it is a complete joke and i was put on hold for many hours,"{'neg': 0.022, 'neu': 0.919, 'pos': 0.059, 'compound': 0.7906}"
484,484,British Airways canceled my flight to London on June 3 due to COVID-19. It is July 23 and they still have not refunded my money. I've reached out to executives after trying the usual customer service path. Nothing has worked. They will not call me and will not provide me any resolution. They are blatantly ignoring emails asking for help. Avoid British Airways. Service is non-existent and they will keep your money. They are keeping almost $3000US of our money.,british airways canceled my flight to london on june 3 due to covid19 it is july 23 and they still have not refunded my money ive reached out to executives after trying the usual customer service path nothing has worked they will not call me and will not provide me any resolution they are blatantly ignoring emails asking for help avoid british airways service is nonexistent and they will keep your money they are keeping almost 3000us of our money,"{'neg': 0.058, 'neu': 0.893, 'pos': 0.049, 'compound': -0.2023}"
485,485,"London to Frankfurt. I made the mistake of exchanging my April flights with BA for a voucher, because of the travel disruption due to the pandemic. Big mistake. BA has failed completely and does not seem to care. I tried to book an August flight using the voucher, but frlights cannot be booked online using a voucher. You have to wait for hours on the phone to speak to someone. Customer service tried to charge me twice the original cost. Then no email confirmation for hours, after I chased it up (another long wait on hold). Email confirmation showed they had booked the wrong outbound date - service supervisor denied any error on their part and refused to rebook for correct date or give a refund. A few days later I started all over again and booked an alternative outbound date (still not the one I wanted, but better) - And 3 weeks later, BA cancelled the return flight! So I Called for a refund to be told ""If it hasn't appeared in my account after 21 days, to get back in touch"".  Things go wrong. It's how you deal with problems that mark out good customer service. BA hasn't a clue!",london to frankfurt i made the mistake of exchanging my april flights with ba for a voucher because of the travel disruption due to the pandemic big mistake ba has failed completely and does not seem to care i tried to book an august flight using the voucher but frlights cannot be booked online using a voucher you have to wait for hours on the phone to speak to someone customer service tried to charge me twice the original cost then no email confirmation for hours after i chased it up another long wait on hold email confirmation showed they had booked the wrong outbound date  service supervisor denied any error on their part and refused to rebook for correct date or give a refund a few days later i started all over again and booked an alternative outbound date still not the one i wanted but better  and 3 weeks later ba cancelled the return flight so i called for a refund to be told if it hasnt appeared in my account after 21 days to get back in touch  things go wrong its how you deal with problems that mark out good customer service ba hasnt a clue,"{'neg': 0.167, 'neu': 0.784, 'pos': 0.049, 'compound': -0.9713}"
486,486,"BA cancelled my flight to Lyon, March/April 2020, because of the Corona crisis. I could not obtain a refund, as the BA website and telephone service made this impossible, it just sent me round in circles. So I opted for a Future Travel Voucher, as this could be obtained via the website. I have now tried to use the voucher for a flight to Munich, and was informed by the website that I have to call BA for this. The Silver card member phone number is inaccessible, as BA has reduced telephone access to one number. I have now called this number five times, each time I was told to call at another time, as 'in these difficult times, they had to protect staff'. This is exactly the same message that I received the many times I called for a refund. Is BA not honouring their voucher system, trying to fob off customers and keep their money? This is appalling business practice!",ba cancelled my flight to lyon marchapril 2020 because of the corona crisis i could not obtain a refund as the ba website and telephone service made this impossible it just sent me round in circles so i opted for a future travel voucher as this could be obtained via the website i have now tried to use the voucher for a flight to munich and was informed by the website that i have to call ba for this the silver card member phone number is inaccessible as ba has reduced telephone access to one number i have now called this number five times each time i was told to call at another time as in these difficult times they had to protect staff this is exactly the same message that i received the many times i called for a refund is ba not honouring their voucher system trying to fob off customers and keep their money this is appalling business practice,"{'neg': 0.085, 'neu': 0.875, 'pos': 0.04, 'compound': -0.8463}"
487,487,"A short hop from London to Edinburgh in November 2019 - efficient, clean and punctual. The airport experience was straightforward and I think flying from City you get simplicity but miss out on the bigger aircraft which are a bit more comfortable. I got my luggage quickly at the other end and I appreciated having a wide range of flight times to choose from.",a short hop from london to edinburgh in november 2019  efficient clean and punctual the airport experience was straightforward and i think flying from city you get simplicity but miss out on the bigger aircraft which are a bit more comfortable i got my luggage quickly at the other end and i appreciated having a wide range of flight times to choose from,"{'neg': 0.028, 'neu': 0.776, 'pos': 0.195, 'compound': 0.904}"
488,488,Total rip off. British Airways cancels flights due to Pandemic Covid 19. When i use the voucher they issued me they want me to pay a additional $1000 for a first class seat. British Airways way to rip people off and profit from a world pandemic. ,total rip off british airways cancels flights due to pandemic covid 19 when i use the voucher they issued me they want me to pay a additional 1000 for a first class seat british airways way to rip people off and profit from a world pandemic ,"{'neg': 0.073, 'neu': 0.835, 'pos': 0.092, 'compound': 0.2263}"
489,489,"I booked flights to Rome from the US and then home through London to LAX in February of this year for the 1st of August. I booked through American Airlines, and then I paid for seat selection for 3 people through the BA website, paying US $951 in total. With the pandemic, it is now impossible for me and my group to travel to Italy and England on this trip as (1) we are not allowed to travel outside the US, (2) as Americans we are not allowed to travel to Italy or England, and (3) the US government has not processed one of the passport renewal we need to fly which was mailed in early February. I had to cancel all of our hotels, AirB&Bs, car and train reservations over the last week in order to qualify to obtain refunds and/or vouchers. I’ve tried to reach British Airways customer service a number of times, finally got through today after an hour on hold. I asked how to obtain a refund or voucher for the business class seat selection that I had paid for and was told that I will lose the money I paid, that there are no refunds or vouchers allowed, because I booked the trip through American Airlines and not through British Airways. My understanding is that BA and AA have a partnership that should make it relatively seamless to book and travel on either or both partners, though I was shocked at having to pay nearly $1000 just to reserve our seats in business class, but this is apparently not the case. I was told that if BA cancels the two flights that we are booked on that I might be able to get either a voucher or a refund. I was prepared today to accept a voucher that I could use when I rebook this trip for 2021, as I understand that BA (and all airlines) are suffering financially as much as I am, but I was not prepared to be totally ripped off by BA. I cannot wait until the first flight is supposed to fly, August 1st, to cancel this as I will lose the money and miles I paid American Airlines for this flight. I am at a loss as to what I can do to handle a situation that is totally out of my control and for which an airline partner that I valued traveling on is refusing to offer a voucher or a refund. I will never again do anything that gives revenue to British Airways.",i booked flights to rome from the us and then home through london to lax in february of this year for the 1st of august i booked through american airlines and then i paid for seat selection for 3 people through the ba website paying us 951 in total with the pandemic it is now impossible for me and my group to travel to italy and england on this trip as 1 we are not allowed to travel outside the us 2 as americans we are not allowed to travel to italy or england and 3 the us government has not processed one of the passport renewal we need to fly which was mailed in early february i had to cancel all of our hotels airbbs car and train reservations over the last week in order to qualify to obtain refunds andor vouchers ive tried to reach british airways customer service a number of times finally got through today after an hour on hold i asked how to obtain a refund or voucher for the business class seat selection that i had paid for and was told that i will lose the money i paid that there are no refunds or vouchers allowed because i booked the trip through american airlines and not through british airways my understanding is that ba and aa have a partnership that should make it relatively seamless to book and travel on either or both partners though i was shocked at having to pay nearly 1000 just to reserve our seats in business class but this is apparently not the case i was told that if ba cancels the two flights that we are booked on that i might be able to get either a voucher or a refund i was prepared today to accept a voucher that i could use when i rebook this trip for 2021 as i understand that ba and all airlines are suffering financially as much as i am but i was not prepared to be totally ripped off by ba i cannot wait until the first flight is supposed to fly august 1st to cancel this as i will lose the money and miles i paid american airlines for this flight i am at a loss as to what i can do to handle a situation that is totally out of my control and for which an airline partner that i valued traveling on is refusing to offer a voucher or a refund i will never again do anything that gives revenue to british airways,"{'neg': 0.065, 'neu': 0.9, 'pos': 0.034, 'compound': -0.8934}"
490,490,"I booked a trip to Spain for mid-March 2020 with American Airlines, British Airways and Iberia. I needed to cancel this flight due to the pandemic and travel ban to Europe that began in March. I was able to change my flight at no cost, which is great, but given the fact that my flight left the day the travel ban began, those tickets should have been refunded. If I were to have boarded that flight, I would have been quarantined in Europe and would have faced a mandatory quarantine upon re-entry to the US IF I were able to return at all. The fact that British Airways did not cancel this flight is beyond me since I do not know who in their right mind would have traveled to Spain with the travel ban enforced. The response I received from British Airways is that it does not matter the reason, unless they cancel the flight, no refund or voucher is available. I'm very disappointed in the response from them during a global pandemic and will not book another flight with them.",i booked a trip to spain for midmarch 2020 with american airlines british airways and iberia i needed to cancel this flight due to the pandemic and travel ban to europe that began in march i was able to change my flight at no cost which is great but given the fact that my flight left the day the travel ban began those tickets should have been refunded if i were to have boarded that flight i would have been quarantined in europe and would have faced a mandatory quarantine upon reentry to the us if i were able to return at all the fact that british airways did not cancel this flight is beyond me since i do not know who in their right mind would have traveled to spain with the travel ban enforced the response i received from british airways is that it does not matter the reason unless they cancel the flight no refund or voucher is available im very disappointed in the response from them during a global pandemic and will not book another flight with them,"{'neg': 0.15, 'neu': 0.829, 'pos': 0.021, 'compound': -0.9741}"
491,491,"I booked London to Tel Aviv in Jan 2020, to attend a school reunion. I booked economy. BA then sent me an upgrade offer which i accepted at an additional £500. So I would fly Premium in the new plane. Covid hit and they cancelled the flight. No fault of theirs. Their subsequent behaviour, was all their fault! After a mammoth effort to contact them, i was offered a full refund. This took months and many calls to get, and they deducted £150 as a service fee for the upgrade. Calls and e-mails all result in the same robotic response. As you made a post booking change we are unable to offer a full refund. ",i booked london to tel aviv in jan 2020 to attend a school reunion i booked economy ba then sent me an upgrade offer which i accepted at an additional 500 so i would fly premium in the new plane covid hit and they cancelled the flight no fault of theirs their subsequent behaviour was all their fault after a mammoth effort to contact them i was offered a full refund this took months and many calls to get and they deducted 150 as a service fee for the upgrade calls and emails all result in the same robotic response as you made a post booking change we are unable to offer a full refund ,"{'neg': 0.087, 'neu': 0.894, 'pos': 0.019, 'compound': -0.7579}"
492,492,"I booked my honeymoon flight from San Diego to Barcelona in September 2020. I have since needed to cancel this flight due to the pandemic and the uncertainty of travel, especially to other countries. I was able to change my flight at no cost, which is great. However, this is my honeymoon and I paid in advance for seats to ensure I sat next to my would be wife. This was more than $1,000 in additional cost. The response I received from British Airways is that it does not matter the reason, unless they cancel the flight, no refund or voucher is available. I then asked if I wanted to make sure I sat next to my would be wife, they expected me to pay again? The answer was yes. I'm very disappointed in the response from them during a global pandemic, where travel is not safe and we have no idea when it will be safe again.",i booked my honeymoon flight from san diego to barcelona in september 2020 i have since needed to cancel this flight due to the pandemic and the uncertainty of travel especially to other countries i was able to change my flight at no cost which is great however this is my honeymoon and i paid in advance for seats to ensure i sat next to my would be wife this was more than 1000 in additional cost the response i received from british airways is that it does not matter the reason unless they cancel the flight no refund or voucher is available i then asked if i wanted to make sure i sat next to my would be wife they expected me to pay again the answer was yes im very disappointed in the response from them during a global pandemic where travel is not safe and we have no idea when it will be safe again,"{'neg': 0.141, 'neu': 0.79, 'pos': 0.069, 'compound': -0.7893}"
493,493,"This company is withholding my money after cancelling my flight due to the pandemic and have issued me a voucher. Even though I called to explain why a voucher is useless since we are under a travel bane. Initially, they had said no refunds, the only thing to do was get a voucher. After we had ordered they announce you can get refund if flight is cancelled and you don’t have voucher. ",this company is withholding my money after cancelling my flight due to the pandemic and have issued me a voucher even though i called to explain why a voucher is useless since we are under a travel bane initially they had said no refunds the only thing to do was get a voucher after we had ordered they announce you can get refund if flight is cancelled and you dont have voucher ,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.7783}"
494,494,Tokyo to London. 12 hours without anything to eat because the sandwich I was given was inedible. There was no bar service and soft drinks were pitiful with orange running out after a matter of hours. Total waste of money having paid for Premium Economy. I am aware it was the beginning of the Covid19 issues but the situation was appalling and has been made worse by a total lack of follow up service from British Airways. Their attitude is unacceptable - it is all about money with them. ,tokyo to london 12 hours without anything to eat because the sandwich i was given was inedible there was no bar service and soft drinks were pitiful with orange running out after a matter of hours total waste of money having paid for premium economy i am aware it was the beginning of the covid19 issues but the situation was appalling and has been made worse by a total lack of follow up service from british airways their attitude is unacceptable  it is all about money with them ,"{'neg': 0.206, 'neu': 0.784, 'pos': 0.011, 'compound': -0.9578}"
495,495,Flight BA 282 on 11 February was delayed 173 mins due to mechanical in London and so I misconnected at London Heathrow and arrived 3 hrs 25 mins late. I requested compensation and was refused - for three e-mails they told me my flight to London was delayed 173 mins (under the 180 mins floor) and I continued to reply that I did not fly to London but to Paris and arrived 205 mins late. Then they started writing that I was able to make my original connexion which is untrue. I don't know whether to fault their greed at persisting in this lie or their incompetence.,flight ba 282 on 11 february was delayed 173 mins due to mechanical in london and so i misconnected at london heathrow and arrived 3 hrs 25 mins late i requested compensation and was refused  for three emails they told me my flight to london was delayed 173 mins under the 180 mins floor and i continued to reply that i did not fly to london but to paris and arrived 205 mins late then they started writing that i was able to make my original connexion which is untrue i dont know whether to fault their greed at persisting in this lie or their incompetence,"{'neg': 0.145, 'neu': 0.829, 'pos': 0.027, 'compound': -0.9022}"
496,496,"London Heathrow to Toronto. My wife and I used Avios and the BA Amex companion voucher to get a very good deal to fly business class on our holiday. I was also excited to fly on an A350 for the first time and it definitely lived up to my expectations. The breakfast buffet in the BA lounge in Heathrow T5 was okay not amazing and there was a good range of drinks and comfortable settees. The aircraft felt very clean and fresh and had good mood lighting, very comfortable spacious seats and large high-resolution IFE screens. I like the moving map but my wife opted for the movies and was impressed with the selection available. We both enjoyed the food and wines on board and it was a professional and friendly service from the cabin crew. The A350 is a lot quieter than older aircraft like the 747 and 777.",london heathrow to toronto my wife and i used avios and the ba amex companion voucher to get a very good deal to fly business class on our holiday i was also excited to fly on an a350 for the first time and it definitely lived up to my expectations the breakfast buffet in the ba lounge in heathrow t5 was okay not amazing and there was a good range of drinks and comfortable settees the aircraft felt very clean and fresh and had good mood lighting very comfortable spacious seats and large highresolution ife screens i like the moving map but my wife opted for the movies and was impressed with the selection available we both enjoyed the food and wines on board and it was a professional and friendly service from the cabin crew the a350 is a lot quieter than older aircraft like the 747 and 777,"{'neg': 0.012, 'neu': 0.754, 'pos': 0.234, 'compound': 0.985}"
497,497,"My wife and I used Avios and my BA Amex companion voucher to get a very good deal for business class flights to our holiday before the coronavirus lockdown was on the horizon. The check-in and security were very efficient and the lounge (not belonging to BA) was clean but had a more limited range of food than I would have expected. Boarding was very quick and cabin crew were friendly and professional. I am a big fan of the iconic 747 but we flew out on one of BA's new A350's and this brought home to me that the 747 business class is looking tired and old in comparison. The seats were comfortable and the food was good but small and very low quality IFE screen was behind the times. However, it was a night flight so I slept most of the journey except when there was moderate turbulence caused by strong tail-winds.",my wife and i used avios and my ba amex companion voucher to get a very good deal for business class flights to our holiday before the coronavirus lockdown was on the horizon the checkin and security were very efficient and the lounge not belonging to ba was clean but had a more limited range of food than i would have expected boarding was very quick and cabin crew were friendly and professional i am a big fan of the iconic 747 but we flew out on one of bas new a350s and this brought home to me that the 747 business class is looking tired and old in comparison the seats were comfortable and the food was good but small and very low quality ife screen was behind the times however it was a night flight so i slept most of the journey except when there was moderate turbulence caused by strong tailwinds,"{'neg': 0.056, 'neu': 0.77, 'pos': 0.174, 'compound': 0.9599}"
498,498,"I flew with BA recently from Sydney to London, deciding to return back home from travelling due to the coronavirus situation. The first ticket I booked with them was via Hong Kong. After booking, HK closed it's borders so I could no longer get this flight. I rang up BA who advised that the HK flight was not yet cancelled on the system so they couldn't yet book me onto a new flight yet. The customer service agent assured me he would ring me back at 11am the next day as it would be cancelled on the system by then and he would tell me what flight BA would be putting me on as a replacement. 11am came and went the next day and I had not received a phone call. I tried ringing to find out what was going on and was on hold for 5 hours and still no one answered! I decided to book myself onto another flight as there were hardly any left available and I didn't want to end up stuck in Australia. I had not received the promised phone call or even an email to tell me what my replacement flight would be so felt I had no other choice. When I got back home I raised this with BA. They told me that I was supposed to process an 'involuntary change' to get a replacement flight - that is not what the customer agent advised me! I'd never even heard that term before. He simply said BA would sort it out and put me on a replacement flight, he didn't say I had to do anything. So now because I was given the incorrect advice, I am out of pocket by a considerable amount. I raised it with the BA complaints team that I had been advised incorrectly and if I had been told I needed to do an involuntary change myself I would have done so. They were extremely unhelpful and just said that they don't know why I was advised incorrectly and there is nothing they can do about it. When I said that wasn't good enough they basically just fobbed me off and told me to go to a third party adjudicator if I wanted but they were not prepared to do anything.  I will never use this airline again.",i flew with ba recently from sydney to london deciding to return back home from travelling due to the coronavirus situation the first ticket i booked with them was via hong kong after booking hk closed its borders so i could no longer get this flight i rang up ba who advised that the hk flight was not yet cancelled on the system so they couldnt yet book me onto a new flight yet the customer service agent assured me he would ring me back at 11am the next day as it would be cancelled on the system by then and he would tell me what flight ba would be putting me on as a replacement 11am came and went the next day and i had not received a phone call i tried ringing to find out what was going on and was on hold for 5 hours and still no one answered i decided to book myself onto another flight as there were hardly any left available and i didnt want to end up stuck in australia i had not received the promised phone call or even an email to tell me what my replacement flight would be so felt i had no other choice when i got back home i raised this with ba they told me that i was supposed to process an involuntary change to get a replacement flight  that is not what the customer agent advised me id never even heard that term before he simply said ba would sort it out and put me on a replacement flight he didnt say i had to do anything so now because i was given the incorrect advice i am out of pocket by a considerable amount i raised it with the ba complaints team that i had been advised incorrectly and if i had been told i needed to do an involuntary change myself i would have done so they were extremely unhelpful and just said that they dont know why i was advised incorrectly and there is nothing they can do about it when i said that wasnt good enough they basically just fobbed me off and told me to go to a third party adjudicator if i wanted but they were not prepared to do anything  i will never use this airline again,"{'neg': 0.041, 'neu': 0.942, 'pos': 0.017, 'compound': -0.6804}"
499,499,"During the time of Covid-19 it is normal, that a airline has to cancel their flight. I’m ok with that, also when it means that I had to reorganize a few things. What’s definitely is not okay is the compensation via voucher - you can’t use their voucher online or for a cheap flight - on the hotline they offer you no online fare and just way more expensive prices! So stay far away from their voucher. For me as a regular traveler I will avoid BA as much as possible in the future. I even won’t use my miles with BA...",during the time of covid19 it is normal that a airline has to cancel their flight im ok with that also when it means that i had to reorganize a few things whats definitely is not okay is the compensation via voucher  you cant use their voucher online or for a cheap flight  on the hotline they offer you no online fare and just way more expensive prices so stay far away from their voucher for me as a regular traveler i will avoid ba as much as possible in the future i even wont use my miles with ba,"{'neg': 0.081, 'neu': 0.87, 'pos': 0.049, 'compound': -0.2883}"
500,500,"Do not accept a British Airways e-Voucher, go for a refund. I stupidly accepted 2 e-vouchers and they are a waste of time. They have no flexibility and despite the fact that BA has money and air miles belonging to me, I cannot redeem the voucher against a more expensive non air miles flight, only an air miles flight that they don't have available at the time and route I want. BA are trying every trick in the book to complicate, frustrate and make rebooking difficult and worse still, you can't redeem the cancelled flight voucher online, only by speaking to the call centre which means hanging on for an hour or so every time you try to 'phone them. I was a loyal Silver Card Executive Club member and still am, but after BA's approach, I will be avoiding them wherever possible in future.",do not accept a british airways evoucher go for a refund i stupidly accepted 2 evouchers and they are a waste of time they have no flexibility and despite the fact that ba has money and air miles belonging to me i cannot redeem the voucher against a more expensive non air miles flight only an air miles flight that they dont have available at the time and route i want ba are trying every trick in the book to complicate frustrate and make rebooking difficult and worse still you cant redeem the cancelled flight voucher online only by speaking to the call centre which means hanging on for an hour or so every time you try to phone them i was a loyal silver card executive club member and still am but after bas approach i will be avoiding them wherever possible in future,"{'neg': 0.118, 'neu': 0.828, 'pos': 0.054, 'compound': -0.8059}"
501,501,"London-Heathrow to Warsaw on 14th March. British Airways stands out in many areas of the flight experience, starting from check in and ending on the deplaning. Very friendly, smiling, chatty people throughout my journey, including the lovely captain, who gave all the information about delay, missed slot and new departure time. What is also really appreciated in those coronavirus times, he entered the passenger cabin before takeoff without any mask whatsoever and assured us, this aircraft is so modern and has such good air filters that we are safe here. The boarding procedure was very well organised (no chaos) with 5 groups boarding sequentially. I didn't try the paid Marks&Spencer on board service but I think it would be a nice touch to get some refreshments free. The one thing I can pick on is the cleanliness of the rear toilet. Whilst the rest of the cabin was impeccably clean, the toilet was filthy. ",londonheathrow to warsaw on 14th march british airways stands out in many areas of the flight experience starting from check in and ending on the deplaning very friendly smiling chatty people throughout my journey including the lovely captain who gave all the information about delay missed slot and new departure time what is also really appreciated in those coronavirus times he entered the passenger cabin before takeoff without any mask whatsoever and assured us this aircraft is so modern and has such good air filters that we are safe here the boarding procedure was very well organised no chaos with 5 groups boarding sequentially i didnt try the paid marksspencer on board service but i think it would be a nice touch to get some refreshments free the one thing i can pick on is the cleanliness of the rear toilet whilst the rest of the cabin was impeccably clean the toilet was filthy ,"{'neg': 0.049, 'neu': 0.785, 'pos': 0.166, 'compound': 0.9625}"
